"Date","Price","Open","High","Low","Vol.","Change %"
"09-08-2023","4,373.71","4,310.59","4,383.13","4,302.39","334.50M","-0.01%"
"08-08-2023","4,374.20","4,414.35","4,438.93","4,361.44","460.60M","-2.78%"
"07-08-2023","4,499.43","4,459.16","4,509.89","4,413.77","431.51M","0.05%"
"04-08-2023","4,497.31","4,511.22","4,556.96","4,444.18","444.86M","2.06%"
"03-08-2023","4,406.44","4,383.01","4,459.37","4,367.74","471.75M","0.40%"
"02-08-2023","4,388.77","4,508.85","4,540.52","4,366.14","585.44M","-3.29%"
"01-08-2023","4,538.10","4,599.84","4,661.38","4,505.26","735.60M","-0.26%"
"31-07-2023","4,549.95","4,625.61","4,688.69","4,530.48","1.10B","1.87%"
"28-07-2023","4,466.57","4,278.65","4,481.41","4,272.16","871.16M","2.89%"
"27-07-2023","4,341.19","4,296.23","4,357.52","4,287.40","738.98M","2.90%"
"26-07-2023","4,218.83","4,212.77","4,230.06","4,180.19","448.63M","-0.91%"
"25-07-2023","4,257.58","4,191.53","4,263.82","4,169.77","839.41M","6.04%"
"24-07-2023","4,015.08","4,041.43","4,089.98","3,989.34","509.98M","-2.18%"
"21-07-2023","4,104.36","4,068.09","4,143.41","4,047.31","2.10B","1.00%"
"20-07-2023","4,063.74","4,132.32","4,175.40","4,051.03","569.53M","-1.24%"
"19-07-2023","4,114.97","4,064.70","4,130.27","4,023.90","520.24M","-0.35%"
"18-07-2023","4,129.29","4,202.40","4,202.40","4,119.49","584.80M","-2.35%"
"14-07-2023","4,228.71","4,280.46","4,280.46","4,200.67","556.55M","-0.20%"
"13-07-2023","4,237.09","4,183.47","4,239.84","4,176.03","890.55M","3.82%"
"12-07-2023","4,081.37","4,048.73","4,115.45","4,035.77","489.78M","1.96%"
"11-07-2023","4,003.05","4,011.82","4,045.41","3,975.21","580.48M","1.47%"
"10-07-2023","3,945.11","4,004.99","4,025.53","3,919.03","447.09M","1.13%"
"07-07-2023","3,901.21","3,915.60","3,950.35","3,851.82","620.59M","-1.21%"
"06-07-2023","3,948.82","3,977.15","4,050.70","3,908.62","663.84M","-1.69%"
"05-07-2023","4,016.53","4,064.18","4,088.44","3,998.08","631.81M","-1.42%"
"04-07-2023","4,074.42","4,037.24","4,096.53","4,014.25","2.08B","0.50%"
"03-07-2023","4,054.35","3,942.62","4,072.98","3,942.62","575.82M","3.66%"
"30-06-2023","3,911.31","3,920.82","3,946.53","3,888.11","497.11M","-0.56%"
"29-06-2023","3,933.44","3,995.81","4,000.01","3,901.49","428.76M","-1.71%"
"28-06-2023","4,001.97","3,967.29","4,019.51","3,918.97","533.49M","0.75%"
"27-06-2023","3,972.17","3,889.34","3,992.84","3,886.63","456.26M","2.57%"
"26-06-2023","3,872.61","3,864.16","3,922.10","3,849.90","580.41M","-0.17%"
"23-06-2023","3,879.33","3,944.81","3,944.81","3,847.03","329.50M","-2.08%"
"21-06-2023","3,961.58","3,986.52","4,016.67","3,950.66","651.92M","-2.79%"
"20-06-2023","4,075.17","4,168.84","4,175.88","4,050.50","577.26M","-2.47%"
"19-06-2023","4,178.25","4,205.11","4,220.51","4,110.64","661.08M","-1.30%"
"16-06-2023","4,233.49","4,218.90","4,271.28","4,182.73","1.20B","0.84%"
"15-06-2023","4,198.32","4,128.66","4,199.19","4,104.38","770.06M","3.59%"
"14-06-2023","4,052.69","4,058.42","4,117.16","4,033.76","709.37M","0.36%"
"13-06-2023","4,038.20","3,943.79","4,059.79","3,937.85","949.08M","2.37%"
"12-06-2023","3,944.67","3,949.34","3,957.61","3,895.71","429.42M","0.27%"
"09-06-2023","3,934.22","3,915.95","3,949.71","3,865.57","566.96M","1.03%"
"08-06-2023","3,894.30","3,907.60","3,914.13","3,850.49","406.69M","-0.68%"
"07-06-2023","3,921.02","3,923.57","3,946.97","3,892.05","506.84M","2.26%"
"06-06-2023","3,834.34","3,847.50","3,908.98","3,810.80","519.90M","-0.17%"
"05-06-2023","3,840.77","3,814.52","3,852.59","3,785.55","630.87M","0.43%"
"02-06-2023","3,824.28","3,727.17","3,843.89","3,724.82","1.17B","5.33%"
"01-06-2023","3,630.87","3,617.57","3,723.34","3,611.29","757.08M","0.11%"
"31-05-2023","3,626.73","3,656.46","3,656.46","3,563.99","997.49M","-2.04%"
"30-05-2023","3,702.13","3,667.76","3,709.86","3,621.72","517.30M","1.50%"
"29-05-2023","3,647.26","3,735.81","3,751.16","3,639.90","677.71M","-1.19%"
"25-05-2023","3,691.16","3,747.29","3,768.22","3,651.21","734.84M","-2.25%"
"24-05-2023","3,775.93","3,813.79","3,827.51","3,762.13","619.08M","-1.99%"
"23-05-2023","3,852.45","3,924.48","3,947.79","3,840.69","423.79M","-1.31%"
"22-05-2023","3,903.58","3,836.60","3,942.63","3,821.81","415.62M","2.14%"
"19-05-2023","3,821.73","3,868.30","3,872.17","3,810.10","485.78M","-2.43%"
"18-05-2023","3,917.09","3,911.70","3,957.68","3,896.60","564.59M","1.21%"
"17-05-2023","3,870.09","3,975.20","3,977.27","3,859.15","458.42M","-2.23%"
"16-05-2023","3,958.25","3,990.85","3,993.05","3,935.16","359.39M","0.83%"
"15-05-2023","3,925.50","3,847.93","3,955.58","3,829.09","542.69M","1.33%"
"12-05-2023","3,874.11","3,928.93","3,933.05","3,859.85","553.51M","0.29%"
"11-05-2023","3,862.85","3,868.90","3,886.91","3,801.67","467.71M","1.34%"
"10-05-2023","3,811.66","3,805.60","3,829.21","3,760.57","545.80M","0.34%"
"09-05-2023","3,798.70","3,916.91","3,916.91","3,790.57","916.72M","-2.95%"
"08-05-2023","3,914.34","3,908.80","3,943.58","3,885.24","689.53M","0.48%"
"05-05-2023","3,895.53","3,910.71","3,948.28","3,883.20","476.72M","1.03%"
"04-05-2023","3,856.00","3,851.72","3,895.46","3,827.63","424.99M","0.55%"
"03-05-2023","3,835.06","3,837.92","3,851.45","3,785.00","325.70M","-1.63%"
"02-05-2023","3,898.59","3,968.87","4,016.54","3,863.86","316.90M","-0.08%"
"28-04-2023","3,901.52","3,887.97","3,957.65","3,884.58","598.23M","1.02%"
"27-04-2023","3,861.98","3,850.03","3,869.82","3,820.18","523.95M","-0.26%"
"26-04-2023","3,872.01","3,797.36","3,922.77","3,795.37","654.13M","1.25%"
"25-04-2023","3,824.09","3,939.09","3,939.09","3,785.22","746.51M","-3.46%"
"24-04-2023","3,961.17","3,972.71","4,008.20","3,901.52","775.79M","-0.22%"
"21-04-2023","3,969.94","4,070.64","4,079.60","3,944.45","1.56B","-3.13%"
"20-04-2023","4,098.35","4,098.37","4,120.57","4,081.62","855.35M","-0.09%"
"19-04-2023","4,102.02","4,202.32","4,202.32","4,086.07","772.92M","-2.39%"
"18-04-2023","4,202.67","4,228.41","4,242.10","4,180.76","772.28M","-1.21%"
"17-04-2023","4,254.01","4,138.50","4,281.95","4,124.24","1.04B","2.16%"
"14-04-2023","4,164.03","4,170.78","4,196.16","4,114.62","928.27M","0.10%"
"13-04-2023","4,159.85","4,075.12","4,159.85","4,054.23","1.20B","-0.17%"
"12-04-2023","4,166.77","4,240.20","4,247.83","4,143.10","1.74B","-1.92%"
"11-04-2023","4,248.14","4,276.91","4,309.98","4,178.29","2.16B","0.25%"
"06-04-2023","4,237.63","4,168.31","4,241.30","4,157.12","2.35B","0.10%"
"04-04-2023","4,233.42","4,278.80","4,278.80","4,185.52","2.64B","-1.61%"
"03-04-2023","4,302.52","4,279.53","4,314.80","4,233.85","1.28B","-0.03%"
"31-03-2023","4,303.71","4,356.89","4,360.77","4,278.04","864.29M","0.78%"
"30-03-2023","4,270.32","4,278.02","4,310.61","4,198.73","1.10B","0.56%"
"29-03-2023","4,246.35","4,316.60","4,341.13","4,232.35","1.18B","2.47%"
"28-03-2023","4,144.12","4,136.67","4,176.55","4,089.92","899.68M","0.94%"
"27-03-2023","4,105.69","4,209.71","4,209.71","4,081.00","1.10B","-2.82%"
"24-03-2023","4,224.85","4,182.93","4,293.35","4,171.28","1.28B","0.62%"
"23-03-2023","4,198.99","4,010.85","4,202.77","3,990.55","1.54B","4.74%"
"22-03-2023","4,009.13","4,012.63","4,072.60","3,992.78","652.01M","1.11%"
"21-03-2023","3,965.17","3,911.79","3,980.55","3,870.78","591.41M","2.45%"
"20-03-2023","3,870.27","3,965.79","3,973.83","3,821.51","862.65M","-2.75%"
"17-03-2023","3,979.80","3,904.43","3,991.28","3,879.63","1.91B","4.41%"
"16-03-2023","3,811.81","3,804.69","3,896.20","3,785.73","628.45M","-1.41%"
"15-03-2023","3,866.26","3,876.08","3,939.65","3,839.55","685.15M","2.00%"
"14-03-2023","3,790.62","3,871.84","3,913.14","3,765.19","781.35M","-2.59%"
"13-03-2023","3,891.48","3,832.17","3,958.69","3,828.27","750.89M","2.89%"
"10-03-2023","3,782.22","3,819.32","3,840.06","3,754.31","1.31B","-3.78%"
"09-03-2023","3,930.94","3,988.32","4,007.13","3,930.94","471.50M","-1.46%"
"08-03-2023","3,989.28","4,042.62","4,042.62","3,954.04","700.34M","-3.23%"
"07-03-2023","4,122.60","4,175.43","4,253.97","4,080.41","675.25M","-1.31%"
"06-03-2023","4,177.25","4,188.75","4,234.54","4,140.99","640.21M","-0.81%"
"03-03-2023","4,211.31","4,232.78","4,254.13","4,156.67","578.05M","2.06%"
"02-03-2023","4,126.31","4,102.27","4,152.55","4,097.52","628.52M","-1.42%"
"01-03-2023","4,185.62","3,939.23","4,207.14","3,939.23","1.01B","6.64%"
"28-02-2023","3,925.06","4,001.54","4,033.59","3,906.80","759.42M","-1.62%"
"27-02-2023","3,989.83","3,962.54","4,043.42","3,947.39","742.13M","-0.52%"
"24-02-2023","4,010.66","4,092.76","4,116.15","4,009.57","802.13M","-3.34%"
"23-02-2023","4,149.12","4,090.38","4,197.92","4,079.31","614.28M","1.18%"
"22-02-2023","4,100.58","4,116.53","4,162.04","4,072.38","693.40M","-1.38%"
"21-02-2023","4,158.04","4,305.53","4,311.12","4,151.73","611.84M","-3.56%"
"20-02-2023","4,311.61","4,248.18","4,342.52","4,224.14","596.73M","1.27%"
"17-02-2023","4,257.63","4,359.49","4,403.88","4,254.33","794.09M","-2.51%"
"16-02-2023","4,367.10","4,328.19","4,474.15","4,319.61","811.95M","1.83%"
"15-02-2023","4,288.75","4,342.08","4,356.18","4,246.88","745.60M","-0.97%"
"14-02-2023","4,330.60","4,395.85","4,397.43","4,327.60","506.66M","-1.01%"
"13-02-2023","4,374.90","4,287.53","4,395.22","4,265.21","727.70M","0.29%"
"10-02-2023","4,362.22","4,509.61","4,527.40","4,353.31","828.36M","-4.58%"
"09-02-2023","4,571.71","4,386.78","4,575.11","4,379.17","978.03M","3.16%"
"08-02-2023","4,431.58","4,496.99","4,530.58","4,409.08","1.08B","-1.88%"
"07-02-2023","4,516.31","4,485.97","4,578.67","4,478.58","1.11B","1.15%"
"06-02-2023","4,464.82","4,515.83","4,533.55","4,433.92","1.48B","-3.65%"
"03-02-2023","4,634.19","4,654.74","4,694.24","4,584.69","877.09M","-1.33%"
"02-02-2023","4,696.55","4,763.32","4,804.85","4,687.52","1.26B","0.02%"
"01-02-2023","4,695.70","4,572.90","4,695.70","4,530.68","1.59B","3.37%"
"31-01-2023","4,542.58","4,614.81","4,646.59","4,471.37","1.22B","-0.82%"
"30-01-2023","4,580.22","4,774.34","4,784.45","4,557.74","1.93B","-4.84%"
"27-01-2023","4,813.23","4,786.67","4,825.59","4,762.27","1.60B","1.04%"
"26-01-2023","4,763.61","4,662.35","4,763.61","4,659.24","619.49M","4.26%"
"20-01-2023","4,568.79","4,487.51","4,577.66","4,485.33","383.87M","2.67%"
"19-01-2023","4,449.91","4,444.74","4,490.92","4,413.42","359.09M","-1.65%"
"18-01-2023","4,524.67","4,477.82","4,537.48","4,432.79","518.82M","0.54%"
"17-01-2023","4,500.54","4,493.50","4,567.33","4,444.64","493.56M","-0.14%"
"16-01-2023","4,506.72","4,577.34","4,589.18","4,456.44","606.47M","-1.06%"
"13-01-2023","4,554.78","4,492.79","4,564.11","4,448.52","523.59M","1.51%"
"12-01-2023","4,487.07","4,574.46","4,598.36","4,420.88","693.72M","-1.32%"
"11-01-2023","4,547.12","4,588.27","4,642.08","4,517.94","887.63M","-0.25%"
"10-01-2023","4,558.58","4,545.12","4,574.07","4,491.58","607.53M","-0.27%"
"09-01-2023","4,570.72","4,497.42","4,583.81","4,468.35","848.90M","3.15%"
"06-01-2023","4,431.12","4,552.38","4,553.32","4,395.15","834.22M","-1.40%"
"05-01-2023","4,494.22","4,565.78","4,601.00","4,460.83","873.68M","1.51%"
"04-01-2023","4,427.17","4,288.39","4,427.17","4,255.29","1.02B","4.58%"
"03-01-2023","4,233.37","4,081.29","4,246.03","4,018.85","632.39M","2.53%"
"30-12-2022","4,128.79","4,203.15","4,211.30","4,122.14","420.08M","0.52%"
"29-12-2022","4,107.43","4,119.40","4,158.15","4,074.33","544.02M","-2.49%"
"28-12-2022","4,212.44","4,165.23","4,263.34","4,165.23","733.49M","2.14%"
"23-12-2022","4,124.33","4,113.64","4,197.50","4,105.37","436.48M","-2.05%"
"22-12-2022","4,210.53","4,134.12","4,235.63","4,120.16","619.36M","4.61%"
"21-12-2022","4,024.84","4,017.03","4,048.39","3,981.93","388.72M","0.71%"
"20-12-2022","3,996.36","4,057.24","4,078.48","3,945.61","534.10M","-3.12%"
"19-12-2022","4,125.06","4,170.91","4,283.35","4,099.94","652.91M","-0.58%"
"16-12-2022","4,149.22","4,123.38","4,210.57","4,048.50","781.45M","0.31%"
"15-12-2022","4,136.42","4,225.64","4,235.97","4,118.62","736.68M","-2.39%"
"14-12-2022","4,237.66","4,269.27","4,289.49","4,162.17","1.05B","0.34%"
"13-12-2022","4,223.20","4,167.70","4,279.56","4,160.17","901.43M","0.73%"
"12-12-2022","4,192.67","4,258.59","4,307.60","4,156.20","1.26B","-4.05%"
"09-12-2022","4,369.53","4,279.14","4,390.86","4,224.38","1.51B","2.33%"
"08-12-2022","4,270.21","4,067.40","4,286.20","4,067.40","1.40B","6.64%"
"07-12-2022","4,004.31","4,153.90","4,316.84","3,990.76","2.16B","-3.77%"
"06-12-2022","4,161.21","4,120.38","4,279.14","4,116.88","1.18B","-1.82%"
"05-12-2022","4,238.20","4,064.58","4,241.07","4,007.06","1.92B","9.27%"
"02-12-2022","3,878.81","3,858.03","3,932.58","3,818.84","1.33B","1.03%"
"01-12-2022","3,839.27","3,950.80","4,018.90","3,830.26","1.37B","1.08%"
"30-11-2022","3,798.19","3,679.27","3,814.59","3,642.24","1.31B","2.77%"
"29-11-2022","3,695.80","3,534.84","3,698.25","3,496.19","1.03B","7.66%"
"28-11-2022","3,432.86","3,343.27","3,451.94","3,313.73","665.59M","-1.93%"
"25-11-2022","3,500.31","3,577.43","3,577.43","3,485.68","557.79M","-2.31%"
"24-11-2022","3,582.95","3,595.06","3,619.88","3,539.47","571.21M","0.79%"
"23-11-2022","3,555.02","3,541.25","3,595.99","3,486.39","660.81M","1.13%"
"22-11-2022","3,515.37","3,609.66","3,641.55","3,487.87","792.34M","-3.21%"
"21-11-2022","3,631.97","3,636.57","3,667.30","3,555.64","719.00M","-2.96%"
"18-11-2022","3,742.70","3,833.60","3,885.43","3,711.67","1.28B","0.57%"
"17-11-2022","3,721.61","3,730.33","3,761.79","3,591.14","1.52B","-2.20%"
"16-11-2022","3,805.25","3,780.72","3,869.42","3,712.02","2.04B","-0.23%"
"15-11-2022","3,813.86","3,549.26","3,829.29","3,513.41","1.86B","7.30%"
"14-11-2022","3,554.39","3,685.72","3,685.72","3,513.27","1.41B","1.80%"
"11-11-2022","3,491.70","3,487.19","3,508.35","3,363.12","1.45B","10.05%"
"10-11-2022","3,172.76","3,202.02","3,209.83","3,159.00","760.36M","-3.28%"
"09-11-2022","3,280.48","3,346.92","3,398.70","3,244.05","952.24M","-1.89%"
"08-11-2022","3,343.76","3,399.08","3,419.07","3,314.51","1.33B","-1.56%"
"07-11-2022","3,396.64","3,205.11","3,455.10","3,189.79","1.77B","4.06%"
"04-11-2022","3,264.23","3,077.12","3,366.30","3,077.12","1.37B","7.54%"
"03-11-2022","3,035.39","3,060.43","3,119.91","3,023.92","657.58M","-3.84%"
"02-11-2022","3,156.59","3,047.88","3,174.72","3,011.33","745.87M","2.65%"
"01-11-2022","3,075.16","2,903.05","3,117.99","2,893.08","1.20B","7.80%"
"31-10-2022","2,852.57","2,828.48","2,959.34","2,792.13","756.43M","1.05%"
"28-10-2022","2,822.92","2,977.91","2,977.91","2,797.41","771.94M","-5.56%"
"27-10-2022","2,989.18","3,083.97","3,094.81","2,978.61","883.32M","1.11%"
"26-10-2022","2,956.41","2,863.73","3,023.87","2,854.10","953.25M","2.48%"
"25-10-2022","2,884.79","2,835.19","2,973.28","2,720.38","1.11B","2.96%"
"24-10-2022","2,801.99","3,001.70","3,062.62","2,768.40","1.23B","-9.65%"
"21-10-2022","3,101.37","3,149.37","3,164.32","3,093.74","570.88M","-0.62%"
"20-10-2022","3,120.83","3,091.04","3,182.74","3,042.61","794.08M","-2.37%"
"19-10-2022","3,196.58","3,308.93","3,313.34","3,194.73","532.02M","-4.19%"
"18-10-2022","3,336.25","3,266.05","3,344.05","3,217.08","669.87M","4.25%"
"17-10-2022","3,200.12","3,159.34","3,248.77","3,092.21","584.73M","-0.20%"
"14-10-2022","3,206.63","3,216.45","3,318.32","3,189.43","691.31M","1.55%"
"13-10-2022","3,157.75","3,260.37","3,279.15","3,155.52","569.76M","-3.42%"
"12-10-2022","3,269.54","3,250.28","3,374.29","3,159.67","901.29M","-0.27%"
"11-10-2022","3,278.24","3,374.65","3,385.43","3,261.57","634.59M","-3.55%"
"10-10-2022","3,398.88","3,441.51","3,447.33","3,382.90","489.16M","-3.98%"
"07-10-2022","3,539.87","3,608.88","3,610.46","3,536.61","313.00M","-3.30%"
"06-10-2022","3,660.72","3,694.59","3,700.02","3,635.94","275.55M","-0.67%"
"05-10-2022","3,685.51","3,597.35","3,709.39","3,586.29","583.40M","7.54%"
"03-10-2022","3,427.13","3,423.37","3,497.26","3,393.90","290.38M","-0.67%"
"30-09-2022","3,450.12","3,488.52","3,514.56","3,385.26","482.94M","-0.93%"
"29-09-2022","3,482.52","3,612.59","3,618.91","3,439.60","635.08M","-1.24%"
"28-09-2022","3,526.23","3,613.90","3,613.90","3,507.51","560.76M","-3.85%"
"27-09-2022","3,667.41","3,649.00","3,673.82","3,581.78","443.08M","0.55%"
"26-09-2022","3,647.39","3,556.83","3,699.93","3,556.83","510.27M","1.61%"
"23-09-2022","3,589.63","3,652.48","3,668.02","3,589.52","426.11M","-2.29%"
"22-09-2022","3,673.80","3,626.10","3,682.80","3,606.66","485.38M","-1.70%"
"21-09-2022","3,737.32","3,815.11","3,815.11","3,733.82","432.53M","-3.03%"
"20-09-2022","3,853.98","3,829.10","3,884.82","3,829.10","367.78M","1.99%"
"19-09-2022","3,778.77","3,828.01","3,828.01","3,760.20","504.14M","-2.07%"
"16-09-2022","3,858.46","3,911.31","3,937.29","3,858.17","637.51M","-2.65%"
"15-09-2022","3,963.31","3,939.94","3,980.81","3,935.00","347.82M","0.25%"
"14-09-2022","3,953.37","3,965.24","3,982.40","3,934.36","448.44M","-2.85%"
"13-09-2022","4,069.29","4,104.60","4,111.11","4,060.35","476.43M","-0.20%"
"09-09-2022","4,077.32","3,979.51","4,090.94","3,968.79","448.33M","2.60%"
"08-09-2022","3,974.05","4,031.91","4,056.71","3,958.82","452.61M","-1.00%"
"07-09-2022","4,014.01","3,988.26","4,029.55","3,957.09","521.48M","-1.30%"
"06-09-2022","4,066.83","4,081.27","4,101.60","4,019.75","415.38M","0.07%"
"05-09-2022","4,063.91","4,089.62","4,089.62","4,025.95","741.28M","-1.92%"
"02-09-2022","4,143.53","4,204.34","4,230.45","4,116.74","1.23B","-1.44%"
"01-09-2022","4,204.03","4,232.42","4,289.51","4,179.99","538.41M","-1.63%"
"31-08-2022","4,273.68","4,123.27","4,354.36","4,123.27","829.02M","1.09%"
"30-08-2022","4,227.43","4,259.30","4,259.30","4,123.69","468.84M","-0.51%"
"29-08-2022","4,249.17","4,249.02","4,275.15","4,212.69","438.05M","-1.23%"
"26-08-2022","4,302.17","4,350.33","4,357.65","4,272.64","575.53M","0.79%"
"25-08-2022","4,268.54","4,072.77","4,279.61","4,072.77","560.20M","6.01%"
"24-08-2022","4,026.45","4,145.94","4,148.08","4,012.51","593.95M","-2.77%"
"23-08-2022","4,141.04","4,151.34","4,182.10","4,101.66","403.36M","-0.26%"
"22-08-2022","4,152.04","4,133.36","4,196.68","4,125.73","509.23M","-0.96%"
"19-08-2022","4,192.31","4,155.54","4,242.34","4,154.62","423.35M","-0.01%"
"18-08-2022","4,192.64","4,249.91","4,249.91","4,165.24","530.04M","-1.09%"
"17-08-2022","4,238.90","4,262.89","4,281.12","4,186.66","300.37M","0.42%"
"16-08-2022","4,221.03","4,339.33","4,352.06","4,160.45","469.68M","-2.03%"
"15-08-2022","4,308.31","4,310.36","4,394.62","4,300.07","312.96M","-0.96%"
"12-08-2022","4,350.07","4,357.47","4,365.12","4,302.65","416.83M","0.54%"
"11-08-2022","4,326.85","4,244.46","4,326.85","4,233.19","435.33M","3.67%"
"10-08-2022","4,173.77","4,281.78","4,281.78","4,130.75","407.46M","-2.83%"
"09-08-2022","4,295.24","4,326.54","4,371.16","4,264.81","356.43M","-0.93%"
"08-08-2022","4,335.54","4,354.26","4,389.16","4,310.69","367.02M","-1.82%"
"05-08-2022","4,415.86","4,429.22","4,429.40","4,367.79","424.88M","0.79%"
"04-08-2022","4,381.12","4,341.78","4,390.28","4,315.11","452.60M","3.18%"
"03-08-2022","4,246.13","4,269.76","4,313.24","4,219.65","483.75M","1.24%"
"02-08-2022","4,194.04","4,242.00","4,242.00","4,119.96","632.55M","-3.01%"
"01-08-2022","4,324.03","4,303.36","4,356.91","4,246.86","510.39M","-0.17%"
"29-07-2022","4,331.19","4,561.53","4,562.62","4,297.33","754.94M","-4.86%"
"28-07-2022","4,552.54","4,558.05","4,600.49","4,539.93","515.66M","0.35%"
"27-07-2022","4,536.62","4,527.10","4,569.20","4,510.62","375.86M","-1.30%"
"26-07-2022","4,596.34","4,558.80","4,614.74","4,529.18","455.24M","1.37%"
"25-07-2022","4,534.34","4,562.04","4,565.21","4,479.99","405.99M","-1.38%"
"22-07-2022","4,597.64","4,640.00","4,664.23","4,565.87","409.47M","0.33%"
"21-07-2022","4,582.36","4,567.56","4,633.87","4,548.39","529.58M","0.12%"
"20-07-2022","4,576.86","4,599.84","4,633.07","4,575.24","733.17M","1.56%"
"19-07-2022","4,506.74","4,544.06","4,567.00","4,478.91","410.42M","-1.48%"
"18-07-2022","4,574.40","4,454.81","4,585.37","4,391.29","601.25M","3.02%"
"15-07-2022","4,440.11","4,507.40","4,557.25","4,422.41","570.20M","-3.22%"
"14-07-2022","4,587.73","4,564.58","4,638.63","4,531.42","557.14M","0.89%"
"13-07-2022","4,547.10","4,558.24","4,630.52","4,533.67","467.50M","0.51%"
"12-07-2022","4,524.11","4,546.39","4,599.99","4,492.28","576.17M","-2.14%"
"11-07-2022","4,622.92","4,736.94","4,736.94","4,588.58","545.44M","-3.86%"
"08-07-2022","4,808.47","4,868.37","4,882.92","4,778.40","632.50M","0.59%"
"07-07-2022","4,780.04","4,720.86","4,796.04","4,643.87","554.07M","-0.45%"
"06-07-2022","4,801.75","4,868.24","4,904.78","4,703.90","862.25M","-1.23%"
"05-07-2022","4,861.40","4,959.25","4,991.98","4,841.57","1.21B","-0.47%"
"04-07-2022","4,884.18","4,851.48","4,905.18","4,787.33","1.43B","0.29%"
"30-06-2022","4,870.30","4,903.15","4,964.36","4,810.34","2.47B","-1.36%"
"29-06-2022","4,937.23","4,987.51","5,066.63","4,876.22","719.03M","-3.27%"
"28-06-2022","5,103.89","5,027.50","5,137.77","4,924.22","951.13M","0.61%"
"27-06-2022","5,072.89","4,906.36","5,128.06","4,906.36","1.26B","4.71%"
"24-06-2022","4,844.58","4,724.53","4,864.47","4,720.23","649.11M","4.05%"
"23-06-2022","4,655.91","4,608.18","4,692.79","4,553.88","623.53M","2.28%"
"22-06-2022","4,552.33","4,737.49","4,756.00","4,552.33","766.57M","-4.37%"
"21-06-2022","4,760.14","4,677.10","4,766.03","4,632.11","607.13M","2.21%"
"20-06-2022","4,657.37","4,625.93","4,673.01","4,537.66","467.12M","0.09%"
"17-06-2022","4,653.36","4,493.71","4,671.36","4,492.68","765.32M","2.33%"
"16-06-2022","4,547.22","4,764.45","4,781.43","4,503.30","669.99M","-3.33%"
"15-06-2022","4,703.72","4,653.61","4,744.38","4,653.61","645.10M","2.35%"
"14-06-2022","4,595.74","4,504.59","4,650.08","4,468.36","609.13M","-0.06%"
"13-06-2022","4,598.65","4,630.92","4,721.65","4,575.93","801.33M","-4.72%"
"10-06-2022","4,826.42","4,628.20","4,843.17","4,604.66","1.15B","1.62%"
"09-06-2022","4,749.57","4,883.67","4,903.90","4,683.01","837.86M","-1.43%"
"08-06-2022","4,818.36","4,697.41","4,831.14","4,696.69","951.33M","4.76%"
"07-06-2022","4,599.48","4,579.50","4,672.38","4,531.98","691.20M","-0.05%"
"06-06-2022","4,601.95","4,471.36","4,619.65","4,420.20","627.68M","4.64%"
"02-06-2022","4,397.74","4,355.90","4,421.73","4,327.89","474.05M","-0.80%"
"01-06-2022","4,433.38","4,456.29","4,485.75","4,373.37","524.06M","-1.12%"
"31-05-2022","4,483.60","4,350.57","4,505.18","4,325.26","1.18B","3.02%"
"30-05-2022","4,352.02","4,257.67","4,352.02","4,250.95","641.36M","3.94%"
"27-05-2022","4,186.95","4,213.23","4,232.66","4,135.35","617.86M","3.80%"
"26-05-2022","4,033.79","4,063.05","4,063.05","3,961.26","554.08M","-0.24%"
"25-05-2022","4,043.69","4,015.37","4,090.63","3,992.21","517.05M","0.28%"
"24-05-2022","4,032.34","4,140.70","4,194.97","4,001.61","493.01M","-3.48%"
"23-05-2022","4,177.65","4,243.12","4,264.23","4,142.39","530.21M","-2.49%"
"20-05-2022","4,284.42","4,220.73","4,304.95","4,201.80","530.48M","4.74%"
"19-05-2022","4,090.72","4,077.38","4,143.75","4,043.16","554.66M","-3.98%"
"18-05-2022","4,260.37","4,265.55","4,286.74","4,173.91","454.18M","-0.29%"
"17-05-2022","4,272.95","4,130.09","4,287.70","4,121.40","629.48M","5.78%"
"16-05-2022","4,039.36","4,134.58","4,158.94","3,997.25","442.45M","0.01%"
"13-05-2022","4,038.97","3,952.22","4,046.42","3,949.00","642.42M","4.50%"
"12-05-2022","3,864.95","3,917.92","3,995.37","3,854.92","596.38M","-3.84%"
"11-05-2022","4,019.28","3,872.67","4,141.88","3,864.22","680.62M","2.89%"
"10-05-2022","3,906.43","3,796.93","3,946.26","3,755.89","674.20M","-3.22%"
"06-05-2022","4,036.26","4,098.85","4,114.23","4,023.01","535.71M","-5.23%"
"05-05-2022","4,258.88","4,353.86","4,382.82","4,251.05","412.06M","-0.14%"
"04-05-2022","4,264.91","4,370.05","4,375.40","4,239.39","288.40M","-3.29%"
"03-05-2022","4,409.93","4,379.76","4,489.50","4,266.70","481.49M","-1.38%"
"29-04-2022","4,471.75","4,053.99","4,515.73","4,032.58","814.23M","9.96%"
"28-04-2022","4,066.89","4,041.69","4,073.87","3,960.94","395.29M","2.15%"
"27-04-2022","3,981.14","3,865.45","4,010.34","3,846.90","536.21M","1.68%"
"26-04-2022","3,915.27","3,884.85","4,028.24","3,884.85","481.94M","-2.14%"
"22-04-2022","4,001.08","3,864.43","4,026.73","3,847.02","417.62M","0.28%"
"21-04-2022","3,990.08","4,054.04","4,088.92","3,946.62","469.46M","-3.48%"
"20-04-2022","4,134.04","4,149.60","4,227.24","4,121.28","317.18M","-0.54%"
